ID_Cliente,Edad,Prima_Seguro,Tipo_Seguro,Genero,Antiguedad_Cliente_Anios,Reclamos_Anuales,Provincia,Canal_Contratacion,Tiene_Descuento,Satisfaccion_Cliente
811,53,6156.31,Salud,M,14,2,Misiones,Online,0,3
812,52,12754.39,Auto,F,3,1,Córdoba,Online,0,3
813,36,12674.71,Viaje,M,4,3,Entre Ríos,Teléfono,0,2
814,37,7378.19,Auto,F,0,1,Tucumán,Online,0,1
815,74,15757.72,Hogar,F,6,2,Santa Fe,Sucursal,0,2
816,35,12732.77,Auto,F,13,2,Misiones,Agente,0,2
817,64,9313.46,Auto,M,9,2,Salta,Online,0,3
818,58,13362.5,Vida,F,6,0,Buenos Aires,Agente,0,2
819,66,13502.48,Auto,M,8,1,Tucumán,Agente,0,3
820,31,14629.23,Salud,F,3,4,Entre Ríos,Sucursal,0,3
821,32,13097.9,Auto,M,13,0,Mendoza,Online,1,2
822,48,7717.98,Hogar,F,13,1,Chaco,Online,0,1
823,18,10688.08,Hogar,M,5,0,Corrientes,Sucursal,0,1
824,70,7034.75,Auto,M,10,2,Tucumán,Online,1,1
825,71,11342.95,Auto,M,1,4,Misiones,Online,0,4
826,71,7998.28,Hogar,F,11,3,Misiones,Agente,1,3
827,20,7993.41,Hogar,F,11,0,Misiones,Online,0,4
828,33,14038.28,Hogar,F,13,1,Buenos Aires,Teléfono,0,3
829,40,17656.11,Vida,M,3,0,Córdoba,Online,0,3
830,74,16115.63,Vida,M,1,1,Santa Fe,Sucursal,0,3
831,28,7675.37,Auto,M,9,3,Mendoza,Agente,0,4
832,29,9340.77,Hogar,F,4,0,Corrientes,Online,0,2
833,27,11181.43,Tecnología,F,14,3,Misiones,Online,0,2
834,49,14042.7,Vida,F,6,2,Corrientes,Sucursal,0,3
835,33,22375.39,Vida,Otro,12,2,Salta,Teléfono,0,3
836,25,11429.95,Hogar,M,0,1,Buenos Aires,Sucursal,0,3
837,55,15356.61,Salud,M,14,2,Misiones,Online,0,3
838,29,12991.71,Salud,F,9,1,Salta,Online,0,3
839,41,13930.81,Vida,M,9,1,Mendoza,Agente,0,3
840,45,8084.07,Tecnología,M,6,6,Mendoza,Agente,1,3
841,70,14036.76,Auto,F,9,2,Santa Fe,Sucursal,0,4
842,25,14407.12,Auto,M,12,1,Entre Ríos,Teléfono,0,4
843,45,11148.84,Salud,M,5,2,Santa Fe,Sucursal,0,3
844,53,8938.82,Salud,M,5,0,Córdoba,Sucursal,0,3
845,43,5370.52,Auto,M,11,0,Corrientes,Online,1,4
846,25,12926.37,Auto,F,7,2,Chaco,Sucursal,0,3
847,67,8028.89,Auto,F,7,2,Mendoza,Sucursal,0,3
848,45,4345.46,Auto,Otro,5,1,Chaco,Online,0,4
849,45,16082.04,Salud,F,2,0,Buenos Aires,Sucursal,1,3
850,54,23262.7,Vida,M,4,1,Tucumán,Teléfono,0,1
851,58,10561.79,Hogar,M,1,1,Misiones,Sucursal,1,4
852,53,13045.47,Hogar,M,14,0,Buenos Aires,Sucursal,1,1
853,44,11710.04,Auto,Otro,13,1,Mendoza,Agente,0,4
854,71,11383.66,Auto,F,4,0,Salta,Online,1,4
855,34,16924.4,Vida,F,13,1,Corrientes,Sucursal,0,5
856,26,7563.34,Tecnología,F,8,0,Chaco,Teléfono,1,1
857,50,15623.05,Salud,F,9,5,Santa Fe,Sucursal,0,3
858,70,12761.6,Auto,F,0,4,Tucumán,Online,0,3
859,37,7566.16,Viaje,F,9,3,Entre Ríos,Online,0,3
860,30,18466.58,Salud,M,4,1,Buenos Aires,Teléfono,1,1
861,45,13715.17,Salud,M,11,1,Entre Ríos,Sucursal,0,3
862,65,8382.76,Hogar,F,5,0,Chaco,Teléfono,0,3
863,46,12069.53,Hogar,F,13,1,Chaco,Sucursal,0,2
864,30,7604.6,Hogar,M,10,3,Misiones,Sucursal,0,3
865,63,11722.99,Auto,F,6,2,Salta,Teléfono,0,4
866,52,11489.9,Auto,F,8,0,Salta,Sucursal,0,4
867,23,14813.46,Auto,F,5,1,Córdoba,Online,0,5
868,35,11774.09,Hogar,M,4,3,Santa Fe,Sucursal,0,3
869,68,14574.89,Salud,F,11,2,Mendoza,Teléfono,0,5
870,22,12673.3,Hogar,Otro,6,1,Mendoza,Online,0,4
871,64,16227.68,Auto,F,12,2,Chaco,Online,0,2
872,42,9758.74,Tecnología,M,0,1,Buenos Aires,Online,1,2
873,19,9217.95,Viaje,F,10,2,Corrientes,Agente,0,3
874,27,8760.29,Salud,F,13,2,Mendoza,Online,1,3
875,73,6173.73,Tecnología,M,4,0,Mendoza,Sucursal,1,3
876,47,12279.63,Vida,M,14,2,Buenos Aires,Sucursal,0,3
877,67,7207.17,Tecnología,M,1,1,Santa Fe,Sucursal,0,4
878,62,11003.0,Auto,M,3,1,Tucumán,Sucursal,1,3
879,22,10389.95,Hogar,M,6,2,Salta,Online,0,2
880,72,13467.99,Auto,M,4,1,Misiones,Sucursal,0,4
881,73,11497.35,Auto,M,11,1,Misiones,Teléfono,0,3
882,50,13105.45,Auto,F,5,0,Misiones,Teléfono,0,5
883,71,13961.45,Vida,F,1,1,Buenos Aires,Online,1,2
884,18,5883.04,Salud,F,2,2,Misiones,Teléfono,0,5
885,35,9686.59,Vida,M,6,1,Chaco,Sucursal,0,1
886,49,11014.51,Auto,F,10,3,Córdoba,Teléfono,0,2
887,64,9559.29,Salud,F,1,2,Buenos Aires,Sucursal,0,1
888,66,15999.73,Vida,M,11,0,Buenos Aires,Sucursal,0,4
889,28,14872.25,Hogar,M,5,0,Salta,Agente,0,4
890,38,18133.18,Vida,M,4,2,Misiones,Teléfono,1,3
891,43,10725.64,Auto,F,9,3,Entre Ríos,Sucursal,0,5
892,42,14892.18,Hogar,M,0,0,Tucumán,Online,1,3
893,39,9791.4,Viaje,F,11,2,Córdoba,Online,0,3
894,44,10327.61,Auto,F,10,2,Buenos Aires,Online,0,4
895,66,8819.79,Hogar,F,14,2,Córdoba,Online,0,2
896,30,8483.33,Viaje,F,9,0,Buenos Aires,Online,0,3
897,50,12869.66,Salud,F,10,2,Santa Fe,Teléfono,0,5
898,51,12072.38,Auto,M,3,2,Salta,Online,0,5
899,58,12109.89,Auto,F,10,0,Chaco,Sucursal,1,5
900,52,11530.05,Auto,M,1,0,Santa Fe,Online,1,5
901,18,14884.05,Vida,M,3,1,Corrientes,Online,0,2
902,38,13951.94,Hogar,F,0,1,Misiones,Online,0,4
903,65,14783.53,Auto,M,1,1,Corrientes,Online,0,3
904,72,5156.25,Tecnología,F,12,1,Tucumán,Teléfono,0,5
905,23,3269.71,Vida,M,7,2,Entre Ríos,Teléfono,0,3
906,45,14533.26,Auto,F,5,3,Chaco,Online,0,3
907,34,8009.17,Vida,F,1,1,Santa Fe,Sucursal,1,3
908,22,12343.41,Vida,F,11,3,Córdoba,Sucursal,1,3
909,48,7618.63,Auto,M,14,2,Córdoba,Teléfono,0,1
910,22,5273.47,Auto,M,5,3,Tucumán,Teléfono,0,4
911,55,16824.15,Salud,F,9,2,Buenos Aires,Sucursal,0,4
912,20,12477.47,Hogar,M,8,4,Córdoba,Sucursal,1,2
913,70,11451.61,Vida,M,6,2,Misiones,Teléfono,0,4
914,40,2626.87,Hogar,M,8,1,Entre Ríos,Online,0,3
915,54,9737.4,Auto,M,4,1,Salta,Sucursal,1,3
916,70,12992.95,Auto,M,6,0,Misiones,Agente,0,2
917,54,6103.27,Hogar,M,10,1,Entre Ríos,Teléfono,0,4
918,27,11875.09,Auto,M,14,1,Tucumán,Sucursal,0,4
919,27,11219.48,Auto,F,13,3,Misiones,Sucursal,0,3
920,36,16793.02,Salud,F,6,1,Salta,Online,0,3
921,34,8626.99,Tecnología,F,11,0,Salta,Sucursal,0,1
922,38,10293.11,Salud,M,11,2,Mendoza,Sucursal,0,3
923,31,12540.74,Viaje,M,2,0,Buenos Aires,Sucursal,0,2
924,26,10736.85,Auto,F,6,0,Tucumán,Teléfono,1,2
925,63,8564.47,Tecnología,M,0,2,Misiones,Teléfono,0,3
926,18,8100.22,Auto,F,8,2,Chaco,Online,0,5
927,68,7616.12,Tecnología,F,9,1,Chaco,Sucursal,0,3
928,62,6496.47,Tecnología,Otro,12,1,Tucumán,Sucursal,1,2
929,30,13573.62,Salud,F,5,0,Misiones,Sucursal,1,3
930,21,12318.1,Tecnología,F,4,1,Santa Fe,Online,0,4
931,18,7829.59,Vida,M,6,1,Santa Fe,Sucursal,0,4
932,66,6335.25,Auto,M,4,1,Buenos Aires,Teléfono,1,4
933,57,14983.51,Hogar,F,9,4,Misiones,Sucursal,0,3
934,49,12673.64,Vida,M,4,2,Salta,Agente,0,4
935,51,9302.06,Auto,M,10,2,Córdoba,Agente,1,2
936,45,17505.62,Vida,F,9,1,Chaco,Online,0,3
937,48,7026.52,Tecnología,F,10,5,Misiones,Online,1,3
938,25,17275.83,Auto,M,6,1,Misiones,Agente,1,3
939,56,17407.29,Salud,F,9,3,Córdoba,Agente,0,5
940,43,8112.64,Viaje,M,14,1,Córdoba,Online,1,4
941,51,15334.73,Viaje,M,6,2,Entre Ríos,Online,1,2
942,71,7256.29,Tecnología,Otro,12,2,Mendoza,Online,0,2
943,71,16604.18,Vida,F,10,0,Buenos Aires,Agente,0,3
944,20,8918.3,Tecnología,Otro,14,1,Chaco,Online,0,2
945,67,20137.31,Salud,F,2,3,Córdoba,Sucursal,0,3
946,29,16442.98,Auto,F,2,2,Santa Fe,Teléfono,1,5
947,18,10276.01,Hogar,F,9,2,Tucumán,Online,0,5
948,71,11545.65,Salud,F,11,2,Santa Fe,Sucursal,0,3
949,61,13127.91,Auto,M,12,0,Entre Ríos,Online,0,4
950,22,10576.9,Vida,F,14,4,Entre Ríos,Teléfono,1,3
951,47,21322.21,Vida,F,2,0,Córdoba,Online,0,2
952,47,11920.57,Auto,M,5,2,Entre Ríos,Sucursal,0,3
953,74,12315.25,Vida,F,11,1,Salta,Sucursal,0,3
954,34,15115.66,Salud,M,14,0,Corrientes,Online,0,4
955,65,6608.62,Hogar,F,5,0,Misiones,Online,0,2
956,64,8433.68,Auto,M,12,2,Misiones,Sucursal,0,3
957,40,15361.36,Auto,M,12,2,Córdoba,Online,0,3
958,32,8349.32,Hogar,F,2,0,Entre Ríos,Teléfono,0,5
959,54,6713.34,Viaje,F,2,0,Tucumán,Teléfono,1,3
960,38,13150.96,Auto,F,7,2,Salta,Sucursal,0,4
961,31,17934.24,Vida,M,7,2,Buenos Aires,Sucursal,0,4
962,19,13562.55,Auto,F,6,1,Entre Ríos,Sucursal,0,2
963,28,13268.14,Hogar,F,9,2,Salta,Teléfono,0,3
964,68,11501.45,Salud,F,3,1,Mendoza,Sucursal,0,4
965,56,8588.4,Salud,F,14,3,Buenos Aires,Online,0,3
966,55,16504.4,Auto,M,3,1,Misiones,Online,0,5
967,51,9541.96,Hogar,M,2,1,Mendoza,Sucursal,0,2
968,55,10722.25,Auto,F,4,6,Córdoba,Sucursal,0,1
969,67,14654.58,Hogar,F,2,1,Chaco,Sucursal,1,4
970,51,15679.3,Vida,M,12,1,Córdoba,Online,0,4
971,35,12854.43,Auto,M,7,2,Tucumán,Teléfono,0,5
972,47,18614.51,Auto,F,6,0,Salta,Online,0,3
973,32,8389.45,Hogar,F,12,1,Chaco,Online,0,5
974,44,11945.17,Viaje,F,2,0,Buenos Aires,Sucursal,0,4
975,68,8816.83,Tecnología,M,8,0,Buenos Aires,Online,0,4
976,51,12396.36,Auto,F,11,1,Mendoza,Sucursal,0,3
977,69,21109.57,Salud,M,13,3,Tucumán,Online,0,3
978,74,12263.51,Hogar,M,12,2,Misiones,Sucursal,0,5
979,55,12164.89,Hogar,M,4,0,Entre Ríos,Sucursal,1,3
980,50,19004.53,Salud,F,8,2,Entre Ríos,Online,0,3
981,41,8424.63,Viaje,F,6,1,Chaco,Online,0,3
982,32,6305.9,Tecnología,F,14,3,Tucumán,Teléfono,1,3
983,47,9395.24,Vida,F,6,2,Tucumán,Sucursal,0,3
984,72,4820.93,Hogar,M,5,1,Buenos Aires,Sucursal,0,1
985,59,23226.07,Salud,Otro,1,0,Misiones,Online,0,4
986,68,8039.41,Auto,M,8,3,Salta,Sucursal,0,3
987,34,12477.11,Vida,M,5,3,Misiones,Sucursal,0,3
988,22,9389.56,Hogar,F,7,2,Santa Fe,Sucursal,1,2
989,46,14658.89,Vida,F,0,2,Tucumán,Teléfono,0,1
990,21,13901.93,Auto,F,4,0,Córdoba,Online,0,2
991,27,14109.56,Auto,M,11,0,Corrientes,Online,1,4
992,73,8155.69,Viaje,M,0,1,Tucumán,Teléfono,1,1
993,34,10788.49,Auto,M,9,1,Chaco,Agente,0,5
994,27,14372.06,Vida,F,10,1,Córdoba,Online,0,2
995,34,10519.32,Auto,F,13,1,Chaco,Sucursal,0,2
996,37,16674.24,Auto,M,7,2,Mendoza,Online,0,2
997,41,13030.21,Auto,F,7,1,Corrientes,Online,0,1
998,22,13645.09,Auto,M,0,2,Corrientes,Online,0,4
999,51,11299.78,Viaje,M,8,0,Buenos Aires,Online,1,4
1000,23,15102.46,Auto,M,1,2,Tucumán,Teléfono,0,3
